UID	ProportionCoverage30x
Reddy_2228T	0.20126
Reddy_2229T	0.390818
Reddy_2230T	0.302789
Reddy_2231T	0.528494
Reddy_2232T	0.573312
Reddy_2233T	0.644928
Reddy_2234T	0.504124
Reddy_2235T	0.164328
Reddy_2236T	0.277347
Reddy_2237T	0.570172
Reddy_2238T	0.403789
Reddy_2239T	0.216303
Reddy_2240T	0.481176
Reddy_2241T	0.075233
Reddy_2242T	0.443177
Reddy_2243T	0.417074
Reddy_2244T	0.241941
Reddy_2246T	0.62723
Reddy_2247T	0.337417
Reddy_2248T	0.223921
Reddy_2249T	0.221261
Reddy_2250T	0.218068
Reddy_2251T	0.016773
Reddy_2252T	3e-6
Reddy_2253T	0.349027
Reddy_2254T	0.301116
Reddy_2255T	0.225272
Reddy_2256T	0.071703
Reddy_2257T	1e-6
Reddy_2259T	0.005966
Reddy_2260T	0.008836
Reddy_2261T	0.037115
Reddy_2262T	0.038884
Reddy_2263T	0.488944
Reddy_2269T	0.094087
Reddy_2270T	0.038198
Reddy_2271T	0.086137
Reddy_2272T	0.066627
Reddy_2273T	0.029924
Reddy_2274T	0.225592
Reddy_2278T	0.3183
Reddy_2279T	0.136222
Reddy_2281T	0.472565
Reddy_2286T	0.299488
Reddy_2290T	0.051226
Reddy_2291T	0.022155
Reddy_2293T	0.168298
Reddy_2297T	0.316584
Reddy_2298T	0.232003
Reddy_2300T	0.304126
Reddy_2302T	0.119342
Reddy_2303T	0.012998
Reddy_2306T	0.176364
Reddy_2307T	0.011638
Reddy_2448T	1.73e-4
Reddy_2449T	1.9e-5
Reddy_2450T	0.139913
Reddy_2451T	0.002914
Reddy_2453T	0.05703
Reddy_2455T	0.010044
Reddy_2459T	0.021833
Reddy_2461T	0.262751
Reddy_2462T	0.142476
Reddy_2463T	0.240956
Reddy_2464T	0.029827
Reddy_2466T	0.006602
Reddy_2467T	0.061046
Reddy_2468T	0.466038
Reddy_2469T	0.379878
Reddy_2470T	0.35521200000000003
Reddy_2471T	0.272306
Reddy_2472T	0.217963
Reddy_2473T	0.369181
Reddy_2474T	0.386653
Reddy_2475T	0.706579
Reddy_2476T	0.270236
Reddy_2477T	0.401992
Reddy_2478T	0.717944
Reddy_2479T	0.427731
Reddy_2480T	0.46324
Reddy_2481T	0.275488
Reddy_2482T	0.345694
Reddy_2483T	0.535966
Reddy_2485T	0.329628
Reddy_2487T	0.371847
Reddy_2488T	0.624226
Reddy_2522T	0.323534
Reddy_2523T	0.344523
Reddy_2524T	0.647586
Reddy_2525T	0.252507
Reddy_2527T	0
Reddy_2528T	0.242602
Reddy_2529T	0.421631
Reddy_2530T	0.409092
Reddy_2532T	3.8e-4
Reddy_2533T	0.608645
Reddy_2534T	0.30792
Reddy_2538T	0.294926
Reddy_2539T	0.359067
Reddy_2540T	0.267536
Reddy_2541T	0.226344
Reddy_2542T	0.177221
Reddy_2543T	0.535571
Reddy_2544T	0.033343
Reddy_2545T	0.271261
Reddy_2547T	0.349423
Reddy_2548T	0.336395
Reddy_2549T	6e-6
Reddy_2550T	0.125121
Reddy_2551T	0.013315
Reddy_2552T	0.447613
Reddy_2553T	0.332857
Reddy_2554T	0.436143
Reddy_2555T	0.433363
Reddy_2556T	0.389365
Reddy_2559T	0.338957
Reddy_2560T	0.305213
Reddy_2561T	0.184797
Reddy_2562T	0.312467
Reddy_2565T	0.239044
Reddy_2566T	0.186091
Reddy_2567T	0.305694
Reddy_2570T	0.356592
Reddy_2571T	0.345021
Reddy_2573T	0.128839
Reddy_2575T	0.25559
Reddy_2576T	0.074791
Reddy_2577T	0.246103
Reddy_2578T	0.280029
Reddy_2580T	0.396643
Reddy_2581T	0.361197
Reddy_2582T	0.018385
Reddy_2585T	0.39076
Reddy_2588T	0.203331
Reddy_2591T	0.226104
Reddy_2593T	0.017329
Reddy_2594T	0.097
Reddy_2596T	0.461033
Reddy_2597T	0.34597
Reddy_2599T	0.511962
Reddy_2600T	0.489451
Reddy_2602T	0.284515
Reddy_2603T	0.236487
Reddy_2604T	0.13931
Reddy_2605T	0.34468
Reddy_2606T	0.227553
Reddy_2608T	0.384353
Reddy_2609T	0.391222
Reddy_2611T	0.480196
Reddy_2612T	0.346629
Reddy_2613T	0.4549
Reddy_2614T	0.425163
Reddy_2616T	0.298328
Reddy_2617T	0.364767
Reddy_2619T	0.329234
Reddy_2620T	0.487283
Reddy_2621T	0.460629
Reddy_2622T	0.288372
Reddy_2624T	0.229543
Reddy_2626T	0.590931
Reddy_2628T	0.499492
Reddy_2629T	0.247007
Reddy_2630T	0.18573
Reddy_2632T	0.014866
Reddy_2634T	0.110165
Reddy_2635T	0.001341
Reddy_2636T	0.420323
Reddy_2637T	0.175374
Reddy_2639T	0.1664
Reddy_2640T	0.339893
Reddy_2642T	0.302384
Reddy_2643T	0.190038
Reddy_2644T	0.372877
Reddy_2646T	0.390939
Reddy_2647T	0.374141
Reddy_2649T	0.345399
Reddy_2650T	0.144979
Reddy_2651T	0.392508
Reddy_2652T	0.207659
Reddy_2654T	0.527482
Reddy_2655T	0.354668
Reddy_2656T	0.347818
Reddy_2657T	0.291154
Reddy_2658T	0.045339
Reddy_2659T	0.300316
Reddy_2660T	0.325925
Reddy_2662T	0.197586
Reddy_2663T	0.2779
Reddy_2664T	0.387559
Reddy_2666T	0.386762
Reddy_2667T	0.369074
Reddy_2669T	0.454736
Reddy_2671T	0.315586
Reddy_2673T	0.321135
Reddy_2675T	0.412816
Reddy_2676T	0.316499
Reddy_2677T	0.537106
Reddy_2678T	0.343148
Reddy_2680T	0.381517
Reddy_2681T	0.382773
Reddy_2684T	0.052002
Reddy_2685T	0.361158
Reddy_2687T	0.319207
Reddy_2688T	0.357988
Reddy_2689T	0.31387
Reddy_2690T	0.044157
Reddy_2691T	0.279734
Reddy_2692T	0.322249
Reddy_2696T	0.489715
Reddy_2697T	0.03732
Reddy_2698T	0.363075
Reddy_2699T	0.44685
Reddy_2700T	0.33921
Reddy_2704T	0.471492
Reddy_2705T	0.475847
Reddy_2706T	0.370539
Reddy_2707T	0.290173
Reddy_2709T	0.493868
Reddy_2713T	0.25152
Reddy_2714T	0.083315
Reddy_2715T	0.38505
Reddy_2716T	0.418441
Reddy_2718T	0.069069
Reddy_2719T	0.442559
Reddy_2720T	0.115265
Reddy_2725T	0.403995
Reddy_2727T	0.475948
Reddy_2728T	0.517239
Reddy_2758T	0.327189
Reddy_2761T	0.333018
Reddy_2762T	0.312822
Reddy_2763T	0.266412
Reddy_2764T	0.361482
Reddy_2765T	0.489328
Reddy_2766T	0.005836
Reddy_2767T	0.358057
Reddy_2768T	0.365407
Reddy_2769T	0.503304
Reddy_2770T	0.421132
Reddy_2771T	0.368233
Reddy_2772T	0.210462
Reddy_2773T	0.394362
Reddy_2775T	0.404495
Reddy_2776T	0.019644
Reddy_2777T	0.32526
Reddy_2778T	0.432991
Reddy_2779T	0.364084
Reddy_2781T	0.334192
Reddy_2783T	0.407675
Reddy_2784T	0.313645
Reddy_2785T	0.421427
Reddy_2786T	0.338178
Reddy_2788T	0.205993
Reddy_2789T	0.546542
Reddy_2790T	0.427433
Reddy_2791T	0.367599
Reddy_2792T	0.503503
Reddy_2793T	0.35113
Reddy_2794T	0.185769
Reddy_2805T	0.135529
Reddy_2806T	0.049522
Reddy_2808T	0.529112
Reddy_2809T	0.404769
Reddy_2810T	0.538852
Reddy_2812T	0.620659
Reddy_2813T	0.447088
Reddy_2814T	0.035808
Reddy_2815T	0.515993
Reddy_2816T	0.567183
Reddy_2818T	0.33524
Reddy_2819T	0.471437
Reddy_2820T	0.534884
Reddy_2821T	0.42389
Reddy_2823T	0.588749
Reddy_2824T	0.099856
Reddy_2826T	0.001748
Reddy_2827T	0.63554600000000006
Reddy_2828T	0.106571
Reddy_2829T	0.158363
Reddy_2830T	0.631819
Reddy_2831T	0.371335
Reddy_2832T	0.744508
Reddy_2833T	0.012606
Reddy_2834T	0.49577
Reddy_2836T	0.620314
Reddy_2837T	0.437504
Reddy_2838T	0.560012
Reddy_2839T	0.491198
Reddy_2840T	0.397699
Reddy_2841T	0.533992
Reddy_2843T	0.578099
Reddy_2844T	0.570117
Reddy_2865T	0.240463
Reddy_2867T	0.341726
Reddy_2871T	0.29225
Reddy_2872T	0.409503
Reddy_2873T	0.039439
Reddy_2874T	0.167052
Reddy_2877T	0.356372
Reddy_2878T	0.392388
Reddy_2879T	0.463622
Reddy_2881T	0.507574
Reddy_2882T	0.311675
Reddy_2884T	0.267907
Reddy_2886T	0.103736
Reddy_2887T	0.382726
Reddy_2888T	0.145548
Reddy_2889T	0.453082
Reddy_2891T	0.297088
Reddy_2892T	6.47e-4
Reddy_2893T	0
Reddy_2894T	0.244062
Reddy_2895T	0.376311
Reddy_2897T	0.184368
Reddy_2898T	0.146762
Reddy_2899T	0.216054
Reddy_2900T	0.194644
Reddy_2901T	0.324199
Reddy_2902T	0.315924
Reddy_2903T	0.323268
Reddy_2904T	0.328756
Reddy_2905T	0.427739
Reddy_2908T	0.28633
Reddy_2909T	0.371056
Reddy_2910T	0.409532
Reddy_2912T	0.003582
Reddy_2915T	0.010993
Reddy_2917T	0.236791
Reddy_2918T	0.014322
Reddy_2919T	0.158593
Reddy_2921T	0.089917
Reddy_2922T	0.012089
Reddy_2923T	0.115443
Reddy_2925T	2.6e-4
Reddy_2928T	0.023302
Reddy_2931T	0.014207
Reddy_2933T	0.356854
Reddy_2934T	0.084545
Reddy_2935T	0.314024
Reddy_2936T	0.195999
Reddy_2939T	0.061693
Reddy_2940T	5e-6
Reddy_2941T	6.1e-5
Reddy_2944T	0.032728
Reddy_2945T	0.073282
Reddy_2946T	0.001873
Reddy_2947T	0.078181
Reddy_2948T	0.321396
Reddy_2949T	0.129281
Reddy_2950T	0.376769
Reddy_2951T	0.010036
Reddy_2952T	0.166296
Reddy_2953T	0.0881
Reddy_2954T	0.370398
Reddy_2955T	0.484007
Reddy_2956T	0.164866
Reddy_2957T	0.097168
Reddy_2958T	0
Reddy_2995T	0.076543
Reddy_2996T	0.261815
Reddy_2998T	0.029716
Reddy_2999T	0.088008
Reddy_3382T	0.468193
Reddy_3384T	0.345007
Reddy_3385T	0.243585
Reddy_3386T	0.111274
Reddy_3387T	0.359227
Reddy_3388T	0.266593
Reddy_3389T	0.426686
Reddy_3390T	0.241807
Reddy_3394T	0.002015
Reddy_3396T	7e-6
Reddy_3397T	4e-6
Reddy_3398T	0.004165
Reddy_3399T	1.99e-4
Reddy_3400T	7e-6
Reddy_3401T	0.011977
Reddy_3403T	0.030162
Reddy_3404T	0.026074
Reddy_3405T	0.07524
Reddy_3406T	1.33e-4
Reddy_3407T	0.237612
Reddy_3408T	0.071716
Reddy_3409T	0.244932
Reddy_3411T	0.066211
Reddy_3412T	0.001364
Reddy_3413T	3.28e-4
Reddy_3417T	0.142817
Reddy_3418T	0.150285
Reddy_3419T	0.054206
Reddy_3422T	0.265454
Reddy_3423T	9.46e-4
Reddy_3424T	9.2e-5
Reddy_3428T	0
Reddy_3429T	0.259637
Reddy_3430T	0.012747
Reddy_3431T	0.245983
Reddy_3432T	0.073653
Reddy_3433T	0.328874
Reddy_3434T	0.003396
Reddy_3435T	0.012866
Reddy_3438T	0.268478
Reddy_3439T	0.24512
Reddy_3440T	0.25814
Reddy_3441T	0.068051
Reddy_3444T	0.160868
Reddy_3446T	0.038161
Reddy_3447T	0.1018
Reddy_3448T	0.387551
Reddy_3449T	0.300902
Reddy_3450T	0.360642
Reddy_3451T	0.211018
Reddy_3452T	0
Reddy_3453T	0.007042
Reddy_3454T	0.107921
Reddy_3455T	0.338415
Reddy_3456T	0.25554
Reddy_3457T	0.133908
Reddy_3458T	0.066923
Reddy_3459T	0.421818
Reddy_3460T	0.489443
Reddy_3461T	0.160347
Reddy_3462T	0.05383
Reddy_3463T	0.041931
Reddy_3464T	0.439725
Reddy_3465T	0.093834
Reddy_3467T	0.240665
Reddy_3468T	0.047473
Reddy_3470T	0.515023
Reddy_3471T	0.091743
Reddy_3472T	0.561189
Reddy_3473T	0.015516
Reddy_3474T	0.393746
Reddy_3475T	0.135274
Reddy_3476T	0.256828
Reddy_3477T	0
Reddy_3478T	0.162798
Reddy_3479T	0.272447
Reddy_3480T	0.438876
Reddy_3481T	0.385158
Reddy_3482T	0.187563
Reddy_3483T	0.051108
Reddy_3484T	0.20916
Reddy_3485T	0.001908
Reddy_3486T	0.005946
Reddy_3487T	0.298625
Reddy_3488T	0.011677
Reddy_3489T	0.001263
Reddy_3490T	0.005133
Reddy_3493T	0.003153
Reddy_3495T	0.002201
Reddy_3496T	0.02017
Reddy_3497T	1.47e-4
Reddy_3498T	0.055522
Reddy_3500T	0.057676
Reddy_3502T	0.235862
Reddy_3503T	0.008281
Reddy_3504T	0.395998
Reddy_3505T	0.225606
Reddy_3506T	0.251953
Reddy_3507T	0.303918
Reddy_3508T	0.28261
Reddy_3510T	4.59e-4
Reddy_3511T	0.06777
Reddy_3512T	0.047284
Reddy_3513T	0.007801
Reddy_3514T	0.13925
Reddy_3515T	0.712369
Reddy_3517T	0.009848
Reddy_3519T	0.213781
Reddy_3520T	0.07232
Reddy_3521T	0.030231
Reddy_3522T	0.425644
Reddy_3523T	0.322996
Reddy_3525T	0.07151
Reddy_3527T	0.001636
Reddy_3528T	0.157922
Reddy_3529T	0.013218
Reddy_3531T	0.134378
Reddy_3532T	0.267678
Reddy_3535T	0.478438
Reddy_3536T	0.085034
Reddy_3537T	0.075507
Reddy_3538T	0.579912
Reddy_3539T	0.025559
Reddy_3540T	0.06408
Reddy_3542T	0.099115
Reddy_3545T	0.068338
Reddy_3546T	9.98e-4
Reddy_3547T	0.004453
Reddy_3548T	0.325626
Reddy_3549T	0.057564
Reddy_3551T	0.196457
Reddy_3552T	0.405139
Reddy_3553T	3e-6
Reddy_3555T	0.338896
Reddy_3556T	0.379533
Reddy_3557T	0.171896
Reddy_3558T	0.067245
Reddy_3559T	0.126575
Reddy_3560T	0.390252
Reddy_3561T	0.369136
Reddy_3562T	0.266925
Reddy_3563T	0.339257
Reddy_3565T	0.476871
Reddy_3566T	0.298025
Reddy_3579T	4.5e-5
Reddy_3580T	6e-5
Reddy_3582T	0.031868
Reddy_3584T	4e-5
Reddy_3585T	0.097711
Reddy_3586T	0.045248
Reddy_3587T	0.077666
Reddy_3589T	0.009345
Reddy_3590T	0.104769
Reddy_3591T	4.44e-4
Reddy_3592T	0.053246
Reddy_3593T	0.039318
Reddy_3594T	0.02574
Reddy_3595T	0.053176
Reddy_3596T	0.022628
Reddy_3597T	0.0086130000000000009
Reddy_3598T	5.7e-5
Reddy_3600T	0.109837
Reddy_3601T	0.084986
Reddy_3602T	0.031711
Reddy_3603T	0.12654
Reddy_3604T	0.06015
Reddy_3605T	4.6e-4
Reddy_3606T	0.044201
Reddy_3607T	0.106159
Reddy_3608T	0.11847
Reddy_3609T	0.149214
Reddy_3610T	0.007437
Reddy_3611T	0.011456
Reddy_3612T	0.001431
Reddy_3613T	0.002607
Reddy_3614T	0.00234
Reddy_3615T	0.056181
Reddy_3616T	0.172484
Reddy_3617T	0.054943
Reddy_3618T	0.150996
Reddy_3620T	0.19033
Reddy_3622T	0.041226
Reddy_3623T	0.10483
Reddy_3624T	0.156742
Reddy_3625T	0.015228
Reddy_3627T	0.025794
Reddy_3628T	0.173854
Reddy_3629T	0.075065
Reddy_3630T	0.004272
Reddy_3631T	0.143209
Reddy_3632T	0.234516
Reddy_3634T	0.039556
Reddy_3635T	0.002285
Reddy_3636T	0.283204
Reddy_3637T	0.220794
Reddy_3638T	0.076214
Reddy_3639T	0.196891
Reddy_3640T	0.089586
Reddy_3642T	0.026189
Reddy_3643T	0.044531
Reddy_3644T	0.276669
Reddy_3645T	0.230719
Reddy_3646T	0.21364
Reddy_3647T	0.03568
Reddy_3648T	0.010826
Reddy_3649T	0.198548
Reddy_3651T	0.335469
Reddy_3652T	0.050518
Reddy_3653T	0.040248
Reddy_3654T	0.096342
Reddy_3655T	0.20732
Reddy_3656T	0.078863
Reddy_3657T	2.6e-5
Reddy_3659T	0.246692
Reddy_3660T	0.084784
Reddy_3661T	0.070026
Reddy_3662T	0.10303
Reddy_3663T	0.172489
Reddy_3664T	0.373582
Reddy_3665T	0.213873
Reddy_3666T	0.15082
Reddy_3667T	0.308278
Reddy_3668T	0.123142
Reddy_3669T	0.281589
Reddy_3671T	0.042896
Reddy_3672T	0.290382
Reddy_3673T	0.188725
Reddy_3674T	0.16521
Reddy_3675T	0.069335
Reddy_3677T	0.240725
Reddy_3679T	0.143644
Reddy_3680T	0.184361
Reddy_3681T	5.9e-5
Reddy_3682T	0.020744
Reddy_3683T	2.7e-5
Reddy_3684T	0.405859
Reddy_3685T	0.311173
Reddy_3686T	0.288177
Reddy_3687T	0.084787
Reddy_3688T	0.156888
Reddy_3689T	0.160797
Reddy_3691T	0.331968
Reddy_3692T	0.064863
Reddy_3693T	0.003657
Reddy_3694T	0.211843
Reddy_3696T	0.356456
Reddy_3697T	0.236302
Reddy_3698T	0.18947
Reddy_3699T	0.367356
Reddy_3700T	0.162735
Reddy_3701T	0.248438
Reddy_3703T	0.312429
Reddy_3704T	0.242538
Reddy_3705T	0.247507
Reddy_3706T	0.484043
Reddy_3707T	0.386403
Reddy_3708T	0.262608
Reddy_3709T	0.269607
Reddy_3711T	0.366401
Reddy_3712T	0.353198
Reddy_3713T	0.237508
Reddy_3715T	0.250428
Reddy_3716T	0.524324
Reddy_3717T	0.397366
Reddy_3718T	0.266159
Reddy_3719T	0.319105
Reddy_3721T	0.263933
Reddy_3722T	0.427893
Reddy_3724T	0.194545
Reddy_3725T	0.169402
Reddy_3726T	0.252412
Reddy_3727T	0.548193
Reddy_3728T	0.014535
Reddy_3729T	0.369326
Reddy_3730T	0.242184
Reddy_3731T	0.254013
Reddy_3732T	0.234011
Reddy_3733T	0.456787
Reddy_3734T	0.217459
Reddy_3735T	0
Reddy_3736T	0.249974
Reddy_3737T	0.652308
Reddy_3739T	0.387349
Reddy_3740T	0.118831
Reddy_3741T	0.404077
Reddy_3742T	8e-6
Reddy_3743T	0.010933
Reddy_3744T	0.609319
Reddy_3745T	0.243654
Reddy_3746T	0.829378
Reddy_3747T	0.276423
Reddy_3748T	0.202838
Reddy_3749T	0.290899
Reddy_3750T	0.297156
Reddy_3751T	0.313967
Reddy_3753T	0.404087
Reddy_3754T	0.026859
Reddy_3755T	0.017473
Reddy_3756T	0.129286
Reddy_3757T	0.19814
Reddy_3758T	0.407958
Reddy_3759T	0.397616
Reddy_3760T	0.291367
Reddy_3761T	0.073769
Reddy_3762T	0.269966
Reddy_3763T	0.087192
Reddy_3764T	0.136526
Reddy_3765T	0.435037
Reddy_3766T	0.106401
Reddy_3767T	0.279004
Reddy_3770T	0.144661
Reddy_3771T	0.240547
Reddy_3775T	0.194856
Reddy_3776T	0.040578
Reddy_3777T	0.045141
Reddy_3778T	0.103113
Reddy_3779T	0.08181
Reddy_3780T	0.168148
Reddy_3781T	0.084183
Reddy_3782T	0.323897
Reddy_3783T	0.276689
Reddy_3784T	0.551381
Reddy_3785T	0.66648
Reddy_3786T	0.166241
Reddy_3787T	0.535491
Reddy_3810T	5.64e-4
Reddy_3811T	0.324802
Reddy_3812T	0.4604
Reddy_3814T	0.194786
Reddy_3815T	0.347246
Reddy_3816T	0.047453
Reddy_3817T	0.076905
Reddy_3819T	0.103889
Reddy_3820T	0.046974
Reddy_3821T	0.204778
Reddy_3822T	0.022882
Reddy_3823T	0.499841
Reddy_3824T	0.231331
Reddy_3825T	0.596035
Reddy_3826T	0.117721
Reddy_3827T	0.273676
Reddy_3828T	0.255738
Reddy_3829T	0.351974
Reddy_3830T	0.078115
Reddy_3831T	0.507206
Reddy_3832T	0.716354
Reddy_3833T	0.035621
Reddy_3834T	0.043389
Reddy_3835T	0.51656
Reddy_3836T	0.473959
Reddy_3837T	0.169971
Reddy_3838T	0.570827
Reddy_3839T	0.620163
Reddy_3840T	0.482764
Reddy_3842T	0.548938
Reddy_3843T	0.162407
Reddy_3845T	0.271913
Reddy_3846T	0.080778
Reddy_3847T	0.215581
Reddy_3848T	0.3413
Reddy_3849T	0.144424
Reddy_3851T	0.588066
Reddy_3852T	0.188264
Reddy_3854T	0.064852
Reddy_3856T	0.627586
Reddy_3857T	0.610188
Reddy_3859T	0.217739
Reddy_3861T	0.367247
Reddy_3865T	0.426666
Reddy_3867T	0.194811
Reddy_3871T	0.046706
Reddy_3872T	0.287766
Reddy_3873T	0.638773
Reddy_3875T	0.209135
Reddy_3876T	0.736665
Reddy_3879T	0.365337
Reddy_3880T	0.342545
Reddy_3881T	0.215618
Reddy_3882T	0.529569
Reddy_3883T	0.268962
Reddy_3885T	0.526685
Reddy_3886T	0.226264
Reddy_3887T	0.250284
Reddy_3888T	0.449459
Reddy_3889T	0.254444
Reddy_3891T	0.332803
Reddy_3892T	0.219325
Reddy_3893T	0.118936
Reddy_3894T	0.286687
Reddy_3895T	0.235483
Reddy_3896T	0.261993
Reddy_3898T	0.276915
Reddy_3899T	0.288614
Reddy_3900T	0.317901
Reddy_3901T	0.206571
Reddy_3902T	0.315017
Reddy_3903T	0.066803
Reddy_3904T	0.103732
Reddy_3905T	0.324308
Reddy_3906T	0.003031
Reddy_3907T	0.002719
Reddy_3908T	0.036331
Reddy_3909T	8.32e-4
Reddy_3910T	0.198957
Reddy_3911T	0.014629
Reddy_3912T	0.095041
Reddy_3913T	0.003168
Reddy_3914T	0.170536
Reddy_3915T	0.059461
Reddy_3916T	0.046262
Reddy_3917T	0.062001
Reddy_3918T	0.083308
Reddy_3919T	0.014948
Reddy_3920T	0.038196
Reddy_3921T	0.004027
Reddy_3922T	0.260672
Reddy_3923T	0.209881
Reddy_3924T	0.153292
Reddy_3925T	0.367894
Reddy_3926T	0.296618
Reddy_3927T	0.259693
Reddy_3928T	0.254061
Reddy_3929T	0.050934
Reddy_3930T	0.092903
Reddy_3931T	0.09095
Reddy_3932T	0.140725
Reddy_3933T	0.414678
Reddy_3934T	2.6e-4
Reddy_3935T	0.136186
Reddy_3936T	0.178167
Reddy_3937T	0.151594
Reddy_3938T	0.368015
Reddy_3939T	0.527918
Reddy_3940T	0.118751
Reddy_3941T	0.115368
Reddy_3942T	1.91e-4
Reddy_3943T	0.038728
Reddy_3944T	0.00998
Reddy_3945T	0.04213
Reddy_3946T	0.283731
Reddy_3948T	0.080551
Reddy_3949T	0.036284
Reddy_3950T	0.009556
Reddy_3951T	0.02101
Reddy_3952T	0.042808
Reddy_3953T	0.021776
Reddy_3954T	0.001663
Reddy_3955T	3.2e-5
Reddy_3956T	0.017192
Reddy_3957T	0.028304
Reddy_3958T	0.006711
Reddy_3959T	0.022552
Reddy_3960T	0.14223
Reddy_3961T	3.5e-5
Reddy_3962T	6.6e-5
Reddy_3963T	0.109699
Reddy_3964T	0.0573
Reddy_3965T	0.178103
Reddy_3966T	0.02481
Reddy_3967T	0.184256
Reddy_3968T	0.193784
Reddy_3969T	8.74e-4
Reddy_3971T	0.309546
Reddy_3972T	0.201564
Reddy_3973T	0.063892
Reddy_3974T	0.1918
Reddy_3975T	0.255671
Reddy_3976T	0.020393
Reddy_3977T	0.005523
Reddy_3978T	0.010013
Reddy_3979T	0.14006
Reddy_3980T	0.01972
Reddy_3981T	0.012103
Reddy_3982T	0.033775
Reddy_3983T	0.221471
Reddy_3984T	0.013645
Reddy_3985T	9.33e-4
Reddy_3986T	0.087673
Reddy_3987T	0.12999
Reddy_3988T	0.001874
Reddy_3989T	0.049513
Reddy_3990T	0.110851
Reddy_3991T	0.031821
Reddy_3992T	0.064304
Reddy_3993T	0.130992
Reddy_3994T	0.010563
Reddy_3995T	0.002963
Reddy_3996T	0.156449
Reddy_3997T	0.026078
Reddy_3998T	0.084806
Reddy_3999T	0.013506
Reddy_4000T	0.021572
Reddy_648T	0.547075
Reddy_658T	0.157123
Reddy_683T	0.067237
Reddy_684T	0.683418
Reddy_689T	0.159602
Reddy_690T	0.02606
Reddy_695T	0.226683
Reddy_702T	0.008402
Reddy_704T	0.247452
Reddy_705T	0.317682
Reddy_707T	0.038607
Reddy_759T	0.031677
Reddy_787T	0.023938
Reddy_790T	0.254596
Reddy_793T	0.358558
Reddy_799T	0.20651
Reddy_800T	0.421035
Reddy_813T	0.485718
Reddy_816T	0.373468
Reddy_823T	0.721416
Reddy_829T	0.436412
Reddy_830T	0.079604
Reddy_831T	0.627982
DLBCL10450T	0.969962
DLBCL10451T	0.967079
DLBCL10452T	0.934523
DLBCL10453T	0.953831
DLBCL10454T	0.964199
DLBCL10455T	0.931996
DLBCL10456T	0.962061
DLBCL10457T	0.912423
DLBCL10458T	0.910924
DLBCL10459T	0.972592
DLBCL10460T	0.951504
DLBCL10461T	0.932255
DLBCL10462T	0.912275
DLBCL10463T	0.946454
DLBCL10464T	0.968779
DLBCL10465T	0.958894
DLBCL10466T	0.940653
DLBCL10467T	0.947894
DLBCL10469T	0.973937
DLBCL10470T	0.962043
DLBCL10471T	0.864402
DLBCL10472T	0.970547
DLBCL10473T	0.949532
DLBCL10474T	0.906387
DLBCL10475T	0.922345
DLBCL10476T	0.961199
DLBCL10477T	0.845602
DLBCL10478T	0.963644
DLBCL10479T	0.912967
DLBCL10480T	0.925828
DLBCL10481T	0.970119
DLBCL10482T	0.936847
DLBCL10483T	0.914214
DLBCL10484T	0.963538
DLBCL10485T	0.876784
DLBCL10486T	0.927845
DLBCL10487T	0.924666
DLBCL10488T	0.926056
DLBCL10489T	0.910839
DLBCL10490T	0.937548
DLBCL10491T	0.962023
DLBCL10492T	0.950411
DLBCL10493T	0.968842
DLBCL10494T	0.964885
DLBCL10495T	0.903058
DLBCL10497T	0.966046
DLBCL10498T	0.948056
DLBCL10499T	0.921779
DLBCL10500T	0.93587
DLBCL10501T	0.960184
DLBCL10502T	0.971585
DLBCL10503T	0.942041
DLBCL10504T	0.923203
DLBCL10505T	0.970814
DLBCL10506T	0.937333
DLBCL10507T	0.918813
DLBCL10508T	0.914794
DLBCL10509T	0.868431
DLBCL10510T	0.960774
DLBCL10512T	0.961884
DLBCL10513T	0.970752
DLBCL10514T	0.96963
DLBCL10515T	0.917366
DLBCL10516T	0.938023
DLBCL10517T	0.935728
DLBCL10518T	0.896141
DLBCL10519T	0.945676
DLBCL10520T	0.948698
DLBCL10521T	0.92998
DLBCL10522T	0.967222
DLBCL10523T	0.951143
DLBCL10524T	0.947076
DLBCL10527T	0.966576
DLBCL10528T	0.966388
DLBCL10529T	0.863278
DLBCL10530T	0.936586
DLBCL10531T	0.882603
DLBCL10532T	0.925202
DLBCL10533T	0.930678
DLBCL10534T	0.830324
DLBCL10535T	0.945306
DLBCL10536T	0.95947
DLBCL10537T	0.964915
DLBCL10538T	0.963057
DLBCL10539T	0.940208
DLBCL10540T	0.956014
DLBCL10541T	0.958723
DLBCL10542T	0.93433600000000006
DLBCL10543T	0.963699
DLBCL10544T	0.964671
DLBCL10545T	0.973474
DLBCL10546T	0.943627
DLBCL10547T	0.971952
DLBCL10548T	0.969507
DLBCL10549T	0.899815
DLBCL10550T	0.899532
DLBCL10552T	0.97169
DLBCL10553T	0.960389
DLBCL10554T	0.922867
DLBCL10555T	0.981152
DLBCL10564T	0.959319
DLBCL10565T	0.944271
DLBCL10566T	0.866728
DLBCL10780T	0.950185
DLBCL10781T	0.934853
DLBCL10782T	0.963777
DLBCL10833T	0.93745
DLBCL10834T	0.927024
DLBCL10835T	0.922089
DLBCL10836T	0.930415
DLBCL10837T	0.909771
DLBCL10838T	0.937104
DLBCL10839T	0.942222
DLBCL10842T	0.939298
DLBCL10843T	0.944015
DLBCL10844T	0.941979
DLBCL10845T	0.903805
DLBCL10846T	0.931649
DLBCL10847T	0.913467
